,nom_du_site_de_comptage,comptage_horaire,date_et_heure_de_comptage,orientation_compteur,latitude,longitude,arrondissement,jour_ferie,vacances_scolaires,temperature_2m_c,weather_code_wmo_code,rain_mm,snowfall_cm,elevation,weather_code_wmo_code_category
0,Totem 73 boulevard de Sébastopol,19,2024-03-01 03:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.7,1,0.0,0.0,48.0,cloud_variation
1,Totem 73 boulevard de Sébastopol,35,2024-03-01 04:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.1,2,0.0,0.0,48.0,cloud_variation
2,Totem 73 boulevard de Sébastopol,66,2024-03-01 05:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,2,0.0,0.0,48.0,cloud_variation
3,Totem 73 boulevard de Sébastopol,233,2024-03-01 06:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,4.9,2,0.0,0.0,48.0,cloud_variation
4,Totem 73 boulevard de Sébastopol,588,2024-03-01 07:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,4.8,3,0.0,0.0,48.0,cloud_variation
5,Totem 73 boulevard de Sébastopol,563,2024-03-01 08:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,3,0.0,0.0,48.0,cloud_variation
6,Totem 73 boulevard de Sébastopol,309,2024-03-01 09:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.8,3,0.0,0.0,48.0,cloud_variation
7,Totem 73 boulevard de Sébastopol,249,2024-03-01 10:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.0,80,0.0,0.0,48.0,showers_or_small_hail
8,Totem 73 boulevard de Sébastopol,357,2024-03-01 11:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.6,61,0.2,0.0,48.0,rain_snow_combination
9,Totem 73 boulevard de Sébastopol,323,2024-03-01 12:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.8,61,0.7,0.0,48.0,rain_snow_combination
10,Totem 73 boulevard de Sébastopol,324,2024-03-01 13:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.2,3,0.0,0.0,48.0,cloud_variation
11,Totem 73 boulevard de Sébastopol,317,2024-03-01 14:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.1,61,0.1,0.0,48.0,rain_snow_combination
12,Totem 73 boulevard de Sébastopol,349,2024-03-01 15:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,11.1,61,0.1,0.0,48.0,rain_snow_combination
13,Totem 73 boulevard de Sébastopol,429,2024-03-01 16:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.7,3,0.0,0.0,48.0,cloud_variation
14,Totem 73 boulevard de Sébastopol,555,2024-03-01 17:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.1,3,0.0,0.0,48.0,cloud_variation
15,Totem 73 boulevard de Sébastopol,441,2024-03-01 18:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.8,61,0.3,0.0,48.0,rain_snow_combination
16,Totem 73 boulevard de Sébastopol,210,2024-03-01 19:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.1,96,4.3,0.0,48.0,thunderstorm_or_hail
17,Totem 73 boulevard de Sébastopol,129,2024-03-01 20:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.4,61,0.7,0.0,48.0,rain_snow_combination
18,Totem 73 boulevard de Sébastopol,158,2024-03-01 21:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.2,61,0.5,0.0,48.0,rain_snow_combination
19,Totem 73 boulevard de Sébastopol,158,2024-03-01 22:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.1,61,0.0,0.0,48.0,rain_snow_combination
20,Totem 73 boulevard de Sébastopol,143,2024-03-01 23:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.2,3,0.0,0.0,48.0,cloud_variation
21,Totem 73 boulevard de Sébastopol,112,2024-03-02 00:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.9,3,0.0,0.0,48.0,cloud_variation
22,Totem 73 boulevard de Sébastopol,108,2024-03-02 01:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,3,0.0,0.0,48.0,cloud_variation
23,Totem 73 boulevard de Sébastopol,42,2024-03-02 02:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,3,0.0,0.0,48.0,cloud_variation
24,Totem 73 boulevard de Sébastopol,34,2024-03-02 03:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.4,3,0.0,0.0,48.0,cloud_variation
25,Totem 73 boulevard de Sébastopol,54,2024-03-02 04:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.5,3,0.0,0.0,48.0,cloud_variation
26,Totem 73 boulevard de Sébastopol,25,2024-03-02 05:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.4,3,0.0,0.0,48.0,cloud_variation
27,Totem 73 boulevard de Sébastopol,81,2024-03-02 06:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.5,3,0.0,0.0,48.0,cloud_variation
28,Totem 73 boulevard de Sébastopol,112,2024-03-02 07:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.8,3,0.0,0.0,48.0,cloud_variation
29,Totem 73 boulevard de Sébastopol,213,2024-03-02 08:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.3,61,0.1,0.0,48.0,rain_snow_combination
30,Totem 73 boulevard de Sébastopol,163,2024-03-02 09:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.1,61,0.7,0.0,48.0,rain_snow_combination
31,Totem 73 boulevard de Sébastopol,150,2024-03-02 10:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.9,61,0.6,0.0,48.0,rain_snow_combination
32,Totem 73 boulevard de Sébastopol,183,2024-03-02 11:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.8,80,0.2,0.0,48.0,showers_or_small_hail
33,Totem 73 boulevard de Sébastopol,191,2024-03-02 12:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.7,61,1.2,0.0,48.0,rain_snow_combination
34,Totem 73 boulevard de Sébastopol,223,2024-03-02 13:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.8,61,0.8,0.0,48.0,rain_snow_combination
35,Totem 73 boulevard de Sébastopol,200,2024-03-02 14:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.5,61,0.7,0.0,48.0,rain_snow_combination
36,Totem 73 boulevard de Sébastopol,168,2024-03-02 15:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.2,61,0.4,0.0,48.0,rain_snow_combination
37,Totem 73 boulevard de Sébastopol,128,2024-03-02 16:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.0,61,0.7,0.0,48.0,rain_snow_combination
38,Totem 73 boulevard de Sébastopol,115,2024-03-02 17:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.6,61,0.8,0.0,48.0,rain_snow_combination
39,Totem 73 boulevard de Sébastopol,176,2024-03-02 18:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.5,61,1.5,0.0,48.0,rain_snow_combination
40,Totem 73 boulevard de Sébastopol,200,2024-03-02 19:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.1,61,0.4,0.0,48.0,rain_snow_combination
41,Totem 73 boulevard de Sébastopol,87,2024-03-02 20:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.9,61,0.7,0.0,48.0,rain_snow_combination
42,Totem 73 boulevard de Sébastopol,112,2024-03-02 21:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.7,61,0.2,0.0,48.0,rain_snow_combination
43,Totem 73 boulevard de Sébastopol,92,2024-03-02 22:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.6,61,0.4,0.0,48.0,rain_snow_combination
44,Totem 73 boulevard de Sébastopol,66,2024-03-02 23:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.4,61,0.1,0.0,48.0,rain_snow_combination
45,Totem 73 boulevard de Sébastopol,63,2024-03-03 00:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.4,3,0.0,0.0,48.0,cloud_variation
46,Totem 73 boulevard de Sébastopol,121,2024-03-03 01:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,61,0.1,0.0,48.0,rain_snow_combination
47,Totem 73 boulevard de Sébastopol,28,2024-03-03 02:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.1,61,0.5,0.0,48.0,rain_snow_combination
48,Totem 73 boulevard de Sébastopol,37,2024-03-03 03:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,61,0.1,0.0,48.0,rain_snow_combination
49,Totem 73 boulevard de Sébastopol,18,2024-03-03 04:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,61,0.2,0.0,48.0,rain_snow_combination
50,Totem 73 boulevard de Sébastopol,24,2024-03-03 05:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,61,0.0,0.0,48.0,rain_snow_combination
51,Totem 73 boulevard de Sébastopol,66,2024-03-03 06:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,61,0.0,0.0,48.0,rain_snow_combination
52,Totem 73 boulevard de Sébastopol,134,2024-03-03 07:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,3,0.0,0.0,48.0,cloud_variation
53,Totem 73 boulevard de Sébastopol,200,2024-03-03 08:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,3,0.0,0.0,48.0,cloud_variation
54,Totem 73 boulevard de Sébastopol,213,2024-03-03 09:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.8,3,0.0,0.0,48.0,cloud_variation
55,Totem 73 boulevard de Sébastopol,278,2024-03-03 10:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.6,3,0.0,0.0,48.0,cloud_variation
56,Totem 73 boulevard de Sébastopol,331,2024-03-03 11:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.8,3,0.0,0.0,48.0,cloud_variation
57,Totem 73 boulevard de Sébastopol,311,2024-03-03 12:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.6,3,0.0,0.0,48.0,cloud_variation
58,Totem 73 boulevard de Sébastopol,329,2024-03-03 13:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.1,3,0.0,0.0,48.0,cloud_variation
59,Totem 73 boulevard de Sébastopol,414,2024-03-03 14:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.6,3,0.0,0.0,48.0,cloud_variation
60,Totem 73 boulevard de Sébastopol,386,2024-03-03 15:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.7,3,0.0,0.0,48.0,cloud_variation
61,Totem 73 boulevard de Sébastopol,325,2024-03-03 16:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.7,3,0.0,0.0,48.0,cloud_variation
62,Totem 73 boulevard de Sébastopol,341,2024-03-03 17:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.1,2,0.0,0.0,48.0,cloud_variation
63,Totem 73 boulevard de Sébastopol,291,2024-03-03 18:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.6,3,0.0,0.0,48.0,cloud_variation
64,Totem 73 boulevard de Sébastopol,217,2024-03-03 19:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.7,2,0.0,0.0,48.0,cloud_variation
65,Totem 73 boulevard de Sébastopol,161,2024-03-03 20:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.0,2,0.0,0.0,48.0,cloud_variation
66,Totem 73 boulevard de Sébastopol,129,2024-03-03 21:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,4.9,1,0.0,0.0,48.0,cloud_variation
67,Totem 73 boulevard de Sébastopol,63,2024-03-03 22:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,4.2,1,0.0,0.0,48.0,cloud_variation
68,Totem 73 boulevard de Sébastopol,50,2024-03-03 23:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,4.0,2,0.0,0.0,48.0,cloud_variation
69,Totem 73 boulevard de Sébastopol,34,2024-03-04 00:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,3.6,3,0.0,0.0,48.0,cloud_variation
70,Totem 73 boulevard de Sébastopol,17,2024-03-04 01:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,3.5,2,0.0,0.0,48.0,cloud_variation
71,Totem 73 boulevard de Sébastopol,7,2024-03-04 02:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,3.0,2,0.0,0.0,48.0,cloud_variation
72,Totem 73 boulevard de Sébastopol,10,2024-03-04 03:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,2.6,2,0.0,0.0,48.0,cloud_variation
73,Totem 73 boulevard de Sébastopol,20,2024-03-04 04:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,2.3,1,0.0,0.0,48.0,cloud_variation
74,Totem 73 boulevard de Sébastopol,59,2024-03-04 05:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,1.8,1,0.0,0.0,48.0,cloud_variation
75,Totem 73 boulevard de Sébastopol,228,2024-03-04 06:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,1.7,3,0.0,0.0,48.0,cloud_variation
76,Totem 73 boulevard de Sébastopol,794,2024-03-04 07:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,1.5,2,0.0,0.0,48.0,cloud_variation
77,Totem 73 boulevard de Sébastopol,694,2024-03-04 08:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,1.5,45,0.0,0.0,48.0,light_to_heavy_rain
78,Totem 73 boulevard de Sébastopol,328,2024-03-04 09:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.6,0,0.0,0.0,48.0,cloud_variation
79,Totem 73 boulevard de Sébastopol,291,2024-03-04 10:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.6,0,0.0,0.0,48.0,cloud_variation
80,Totem 73 boulevard de Sébastopol,406,2024-03-04 11:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.3,1,0.0,0.0,48.0,cloud_variation
81,Totem 73 boulevard de Sébastopol,353,2024-03-04 12:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.9,1,0.0,0.0,48.0,cloud_variation
82,Totem 73 boulevard de Sébastopol,333,2024-03-04 13:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,11.5,3,0.0,0.0,48.0,cloud_variation
83,Totem 73 boulevard de Sébastopol,287,2024-03-04 14:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,11.7,3,0.0,0.0,48.0,cloud_variation
84,Totem 73 boulevard de Sébastopol,329,2024-03-04 15:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,11.7,3,0.0,0.0,48.0,cloud_variation
85,Totem 73 boulevard de Sébastopol,491,2024-03-04 16:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,11.3,3,0.0,0.0,48.0,cloud_variation
86,Totem 73 boulevard de Sébastopol,704,2024-03-04 17:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.5,3,0.0,0.0,48.0,cloud_variation
87,Totem 73 boulevard de Sébastopol,697,2024-03-04 18:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.2,3,0.0,0.0,48.0,cloud_variation
88,Totem 73 boulevard de Sébastopol,356,2024-03-04 19:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.2,3,0.0,0.0,48.0,cloud_variation
89,Totem 73 boulevard de Sébastopol,218,2024-03-04 20:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.8,3,0.0,0.0,48.0,cloud_variation
90,Totem 73 boulevard de Sébastopol,189,2024-03-04 21:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.1,3,0.0,0.0,48.0,cloud_variation
91,Totem 73 boulevard de Sébastopol,122,2024-03-04 22:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.0,61,0.3,0.0,48.0,rain_snow_combination
92,Totem 73 boulevard de Sébastopol,63,2024-03-04 23:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.2,61,0.1,0.0,48.0,rain_snow_combination
93,Totem 73 boulevard de Sébastopol,20,2024-03-05 00:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.7,61,0.1,0.0,48.0,rain_snow_combination
94,Totem 73 boulevard de Sébastopol,15,2024-03-05 01:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.7,61,0.1,0.0,48.0,rain_snow_combination
95,Totem 73 boulevard de Sébastopol,8,2024-03-05 02:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.7,3,0.0,0.0,48.0,cloud_variation
96,Totem 73 boulevard de Sébastopol,5,2024-03-05 03:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.7,2,0.0,0.0,48.0,cloud_variation
97,Totem 73 boulevard de Sébastopol,21,2024-03-05 04:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.7,3,0.0,0.0,48.0,cloud_variation
98,Totem 73 boulevard de Sébastopol,69,2024-03-05 05:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.8,61,0.0,0.0,48.0,rain_snow_combination
99,Totem 73 boulevard de Sébastopol,279,2024-03-05 06:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.1,3,0.0,0.0,48.0,cloud_variation
100,Totem 73 boulevard de Sébastopol,897,2024-03-05 07:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.0,3,0.0,0.0,48.0,cloud_variation
101,Totem 73 boulevard de Sébastopol,794,2024-03-05 08:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.0,80,0.0,0.0,48.0,showers_or_small_hail
102,Totem 73 boulevard de Sébastopol,325,2024-03-05 09:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.9,3,0.0,0.0,48.0,cloud_variation
103,Totem 73 boulevard de Sébastopol,296,2024-03-05 10:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.0,3,0.0,0.0,48.0,cloud_variation
104,Totem 73 boulevard de Sébastopol,364,2024-03-05 11:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.2,3,0.0,0.0,48.0,cloud_variation
105,Totem 73 boulevard de Sébastopol,332,2024-03-05 12:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.9,3,0.0,0.0,48.0,cloud_variation
106,Totem 73 boulevard de Sébastopol,323,2024-03-05 13:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.2,80,0.0,0.0,48.0,showers_or_small_hail
107,Totem 73 boulevard de Sébastopol,285,2024-03-05 14:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.9,61,0.1,0.0,48.0,rain_snow_combination
108,Totem 73 boulevard de Sébastopol,323,2024-03-05 15:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.7,3,0.0,0.0,48.0,cloud_variation
109,Totem 73 boulevard de Sébastopol,453,2024-03-05 16:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.9,80,0.0,0.0,48.0,showers_or_small_hail
110,Totem 73 boulevard de Sébastopol,658,2024-03-05 17:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.9,80,0.0,0.0,48.0,showers_or_small_hail
111,Totem 73 boulevard de Sébastopol,679,2024-03-05 18:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.5,61,0.6,0.0,48.0,rain_snow_combination
112,Totem 73 boulevard de Sébastopol,387,2024-03-05 19:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.9,3,0.0,0.0,48.0,cloud_variation
113,Totem 73 boulevard de Sébastopol,196,2024-03-05 20:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.5,3,0.0,0.0,48.0,cloud_variation
114,Totem 73 boulevard de Sébastopol,186,2024-03-05 21:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.5,61,0.0,0.0,48.0,rain_snow_combination
115,Totem 73 boulevard de Sébastopol,157,2024-03-05 22:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.4,61,1.7,0.0,48.0,rain_snow_combination
116,Totem 73 boulevard de Sébastopol,95,2024-03-05 23:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,61,1.2,0.0,48.0,rain_snow_combination
117,Totem 73 boulevard de Sébastopol,36,2024-03-06 00:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.9,80,0.5,0.0,48.0,showers_or_small_hail
118,Totem 73 boulevard de Sébastopol,29,2024-03-06 01:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.1,80,0.0,0.0,48.0,showers_or_small_hail
119,Totem 73 boulevard de Sébastopol,3,2024-03-06 02:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.9,3,0.0,0.0,48.0,cloud_variation
120,Totem 73 boulevard de Sébastopol,7,2024-03-06 03:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.8,3,0.0,0.0,48.0,cloud_variation
121,Totem 73 boulevard de Sébastopol,30,2024-03-06 04:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.8,3,0.0,0.0,48.0,cloud_variation
122,Totem 73 boulevard de Sébastopol,55,2024-03-06 05:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.6,3,0.0,0.0,48.0,cloud_variation
123,Totem 73 boulevard de Sébastopol,293,2024-03-06 06:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.4,3,0.0,0.0,48.0,cloud_variation
124,Totem 73 boulevard de Sébastopol,788,2024-03-06 07:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.2,3,0.0,0.0,48.0,cloud_variation
125,Totem 73 boulevard de Sébastopol,745,2024-03-06 08:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.6,2,0.0,0.0,48.0,cloud_variation
126,Totem 73 boulevard de Sébastopol,339,2024-03-06 09:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.1,3,0.0,0.0,48.0,cloud_variation
127,Totem 73 boulevard de Sébastopol,291,2024-03-06 10:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.0,3,0.0,0.0,48.0,cloud_variation
128,Totem 73 boulevard de Sébastopol,417,2024-03-06 11:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.1,3,0.0,0.0,48.0,cloud_variation
129,Totem 73 boulevard de Sébastopol,400,2024-03-06 12:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.2,3,0.0,0.0,48.0,cloud_variation
130,Totem 73 boulevard de Sébastopol,374,2024-03-06 13:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.8,3,0.0,0.0,48.0,cloud_variation
131,Totem 73 boulevard de Sébastopol,320,2024-03-06 14:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.1,3,0.0,0.0,48.0,cloud_variation
132,Totem 73 boulevard de Sébastopol,352,2024-03-06 15:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.1,3,0.0,0.0,48.0,cloud_variation
133,Totem 73 boulevard de Sébastopol,458,2024-03-06 16:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,10.1,2,0.0,0.0,48.0,cloud_variation
134,Totem 73 boulevard de Sébastopol,716,2024-03-06 17:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,9.7,2,0.0,0.0,48.0,cloud_variation
135,Totem 73 boulevard de Sébastopol,722,2024-03-06 18:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,8.1,1,0.0,0.0,48.0,cloud_variation
136,Totem 73 boulevard de Sébastopol,437,2024-03-06 19:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,7.0,2,0.0,0.0,48.0,cloud_variation
137,Totem 73 boulevard de Sébastopol,271,2024-03-06 20:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.4,2,0.0,0.0,48.0,cloud_variation
138,Totem 73 boulevard de Sébastopol,269,2024-03-06 21:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,6.4,2,0.0,0.0,48.0,cloud_variation
139,Totem 73 boulevard de Sébastopol,208,2024-03-06 22:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.6,2,0.0,0.0,48.0,cloud_variation
140,Totem 73 boulevard de Sébastopol,119,2024-03-06 23:00:00+00:00,N-S,48.86377,2.35096,Paris 2e Arrondissement,0,aucune,5.3,2,0.0,0.0,48.0,cloud_variation
