,comptage_horaire,jour_ferie,vacances_scolaires,date_et_heure_de_comptage_utc,date_et_heure_de_comptage_local,date_et_heure_de_comptage_week_end,date_et_heure_de_comptage_sin_hour,date_et_heure_de_comptage_cos_hour,date_et_heure_de_comptage_sin_day_of_week,date_et_heure_de_comptage_cos_day_of_week,date_et_heure_de_comptage_sin_month,date_et_heure_de_comptage_cos_month
1245,12,0,aucune,2024-04-22 00:00:00+00:00,2024-04-22 02:00:00+02:00,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.8660254037844387,-0.4999999999999998
1246,5,0,aucune,2024-04-22 01:00:00+00:00,2024-04-22 03:00:00+02:00,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.8660254037844387,-0.4999999999999998
1247,8,0,aucune,2024-04-22 02:00:00+00:00,2024-04-22 04:00:00+02:00,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844387,-0.4999999999999998
1248,20,0,aucune,2024-04-22 03:00:00+00:00,2024-04-22 05:00:00+02:00,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.8660254037844387,-0.4999999999999998
1249,72,0,aucune,2024-04-22 04:00:00+00:00,2024-04-22 06:00:00+02:00,0,1.0,6.123233995736766e-17,0.0,1.0,0.8660254037844387,-0.4999999999999998
1250,223,0,aucune,2024-04-22 05:00:00+00:00,2024-04-22 07:00:00+02:00,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844387,-0.4999999999999998
1251,781,0,aucune,2024-04-22 06:00:00+00:00,2024-04-22 08:00:00+02:00,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8660254037844387,-0.4999999999999998
1252,713,0,aucune,2024-04-22 07:00:00+00:00,2024-04-22 09:00:00+02:00,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844387,-0.4999999999999998
1253,280,0,aucune,2024-04-22 08:00:00+00:00,2024-04-22 10:00:00+02:00,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844387,-0.4999999999999998
1254,216,0,aucune,2024-04-22 09:00:00+00:00,2024-04-22 11:00:00+02:00,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844387,-0.4999999999999998
1255,267,0,aucune,2024-04-22 10:00:00+00:00,2024-04-22 12:00:00+02:00,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998
1256,288,0,aucune,2024-04-22 11:00:00+00:00,2024-04-22 13:00:00+02:00,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.8660254037844387,-0.4999999999999998
1257,233,0,aucune,2024-04-22 12:00:00+00:00,2024-04-22 14:00:00+02:00,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844387,-0.4999999999999998
1258,238,0,aucune,2024-04-22 13:00:00+00:00,2024-04-22 15:00:00+02:00,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.8660254037844387,-0.4999999999999998
1259,255,0,aucune,2024-04-22 14:00:00+00:00,2024-04-22 16:00:00+02:00,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998
1260,387,0,aucune,2024-04-22 15:00:00+00:00,2024-04-22 17:00:00+02:00,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844387,-0.4999999999999998
1261,691,0,aucune,2024-04-22 16:00:00+00:00,2024-04-22 18:00:00+02:00,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.8660254037844387,-0.4999999999999998
1262,586,0,aucune,2024-04-22 17:00:00+00:00,2024-04-22 19:00:00+02:00,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.8660254037844387,-0.4999999999999998
1263,342,0,aucune,2024-04-22 18:00:00+00:00,2024-04-22 20:00:00+02:00,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844387,-0.4999999999999998
1264,166,0,aucune,2024-04-22 19:00:00+00:00,2024-04-22 21:00:00+02:00,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.8660254037844387,-0.4999999999999998
1265,164,0,aucune,2024-04-22 20:00:00+00:00,2024-04-22 22:00:00+02:00,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.8660254037844387,-0.4999999999999998
1266,100,0,aucune,2024-04-22 21:00:00+00:00,2024-04-22 23:00:00+02:00,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.8660254037844387,-0.4999999999999998
1267,43,0,aucune,2024-04-22 22:00:00+00:00,2024-04-23 00:00:00+02:00,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1268,17,0,aucune,2024-04-22 23:00:00+00:00,2024-04-23 01:00:00+02:00,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1269,10,0,aucune,2024-04-23 00:00:00+00:00,2024-04-23 02:00:00+02:00,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1270,4,0,aucune,2024-04-23 01:00:00+00:00,2024-04-23 03:00:00+02:00,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1271,8,0,aucune,2024-04-23 02:00:00+00:00,2024-04-23 04:00:00+02:00,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1272,15,0,aucune,2024-04-23 03:00:00+00:00,2024-04-23 05:00:00+02:00,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1273,64,0,aucune,2024-04-23 04:00:00+00:00,2024-04-23 06:00:00+02:00,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1274,263,0,aucune,2024-04-23 05:00:00+00:00,2024-04-23 07:00:00+02:00,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1275,841,0,aucune,2024-04-23 06:00:00+00:00,2024-04-23 08:00:00+02:00,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1276,766,0,aucune,2024-04-23 07:00:00+00:00,2024-04-23 09:00:00+02:00,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1277,341,0,aucune,2024-04-23 08:00:00+00:00,2024-04-23 10:00:00+02:00,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1278,279,0,aucune,2024-04-23 09:00:00+00:00,2024-04-23 11:00:00+02:00,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1279,360,0,aucune,2024-04-23 10:00:00+00:00,2024-04-23 12:00:00+02:00,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1280,348,0,aucune,2024-04-23 11:00:00+00:00,2024-04-23 13:00:00+02:00,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1281,309,0,aucune,2024-04-23 12:00:00+00:00,2024-04-23 14:00:00+02:00,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1282,280,0,aucune,2024-04-23 13:00:00+00:00,2024-04-23 15:00:00+02:00,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1283,310,0,aucune,2024-04-23 14:00:00+00:00,2024-04-23 16:00:00+02:00,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1284,474,0,aucune,2024-04-23 15:00:00+00:00,2024-04-23 17:00:00+02:00,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1285,759,0,aucune,2024-04-23 16:00:00+00:00,2024-04-23 18:00:00+02:00,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1286,781,0,aucune,2024-04-23 17:00:00+00:00,2024-04-23 19:00:00+02:00,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1287,402,0,aucune,2024-04-23 18:00:00+00:00,2024-04-23 20:00:00+02:00,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1288,253,0,aucune,2024-04-23 19:00:00+00:00,2024-04-23 21:00:00+02:00,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1289,213,0,aucune,2024-04-23 20:00:00+00:00,2024-04-23 22:00:00+02:00,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1290,193,0,aucune,2024-04-23 21:00:00+00:00,2024-04-23 23:00:00+02:00,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1291,102,0,aucune,2024-04-23 22:00:00+00:00,2024-04-24 00:00:00+02:00,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1292,39,0,aucune,2024-04-23 23:00:00+00:00,2024-04-24 01:00:00+02:00,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1293,18,0,aucune,2024-04-24 00:00:00+00:00,2024-04-24 02:00:00+02:00,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1294,11,0,aucune,2024-04-24 01:00:00+00:00,2024-04-24 03:00:00+02:00,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1295,12,0,aucune,2024-04-24 02:00:00+00:00,2024-04-24 04:00:00+02:00,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1296,26,0,aucune,2024-04-24 03:00:00+00:00,2024-04-24 05:00:00+02:00,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1297,66,0,aucune,2024-04-24 04:00:00+00:00,2024-04-24 06:00:00+02:00,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1298,279,0,aucune,2024-04-24 05:00:00+00:00,2024-04-24 07:00:00+02:00,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1299,798,0,aucune,2024-04-24 06:00:00+00:00,2024-04-24 08:00:00+02:00,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1300,729,0,aucune,2024-04-24 07:00:00+00:00,2024-04-24 09:00:00+02:00,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1301,297,0,aucune,2024-04-24 08:00:00+00:00,2024-04-24 10:00:00+02:00,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1302,263,0,aucune,2024-04-24 09:00:00+00:00,2024-04-24 11:00:00+02:00,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1303,348,0,aucune,2024-04-24 10:00:00+00:00,2024-04-24 12:00:00+02:00,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1304,311,0,aucune,2024-04-24 11:00:00+00:00,2024-04-24 13:00:00+02:00,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1305,293,0,aucune,2024-04-24 12:00:00+00:00,2024-04-24 14:00:00+02:00,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1306,262,0,aucune,2024-04-24 13:00:00+00:00,2024-04-24 15:00:00+02:00,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1307,264,0,aucune,2024-04-24 14:00:00+00:00,2024-04-24 16:00:00+02:00,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1308,424,0,aucune,2024-04-24 15:00:00+00:00,2024-04-24 17:00:00+02:00,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1309,608,0,aucune,2024-04-24 16:00:00+00:00,2024-04-24 18:00:00+02:00,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1310,672,0,aucune,2024-04-24 17:00:00+00:00,2024-04-24 19:00:00+02:00,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1311,463,0,aucune,2024-04-24 18:00:00+00:00,2024-04-24 20:00:00+02:00,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1312,255,0,aucune,2024-04-24 19:00:00+00:00,2024-04-24 21:00:00+02:00,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1313,272,0,aucune,2024-04-24 20:00:00+00:00,2024-04-24 22:00:00+02:00,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1314,231,0,aucune,2024-04-24 21:00:00+00:00,2024-04-24 23:00:00+02:00,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
1315,96,0,aucune,2024-04-24 22:00:00+00:00,2024-04-25 00:00:00+02:00,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1316,44,0,aucune,2024-04-24 23:00:00+00:00,2024-04-25 01:00:00+02:00,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1317,29,0,aucune,2024-04-25 00:00:00+00:00,2024-04-25 02:00:00+02:00,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1318,7,0,aucune,2024-04-25 01:00:00+00:00,2024-04-25 03:00:00+02:00,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1319,8,0,aucune,2024-04-25 02:00:00+00:00,2024-04-25 04:00:00+02:00,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1320,22,0,aucune,2024-04-25 03:00:00+00:00,2024-04-25 05:00:00+02:00,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1321,85,0,aucune,2024-04-25 04:00:00+00:00,2024-04-25 06:00:00+02:00,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1322,265,0,aucune,2024-04-25 05:00:00+00:00,2024-04-25 07:00:00+02:00,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1323,743,0,aucune,2024-04-25 06:00:00+00:00,2024-04-25 08:00:00+02:00,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1324,804,0,aucune,2024-04-25 07:00:00+00:00,2024-04-25 09:00:00+02:00,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1325,382,0,aucune,2024-04-25 08:00:00+00:00,2024-04-25 10:00:00+02:00,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1326,297,0,aucune,2024-04-25 09:00:00+00:00,2024-04-25 11:00:00+02:00,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1327,407,0,aucune,2024-04-25 10:00:00+00:00,2024-04-25 12:00:00+02:00,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1328,260,0,aucune,2024-04-25 11:00:00+00:00,2024-04-25 13:00:00+02:00,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1329,348,0,aucune,2024-04-25 12:00:00+00:00,2024-04-25 14:00:00+02:00,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1330,296,0,aucune,2024-04-25 13:00:00+00:00,2024-04-25 15:00:00+02:00,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1331,305,0,aucune,2024-04-25 14:00:00+00:00,2024-04-25 16:00:00+02:00,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1332,468,0,aucune,2024-04-25 15:00:00+00:00,2024-04-25 17:00:00+02:00,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1333,750,0,aucune,2024-04-25 16:00:00+00:00,2024-04-25 18:00:00+02:00,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1334,715,0,aucune,2024-04-25 17:00:00+00:00,2024-04-25 19:00:00+02:00,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1335,435,0,aucune,2024-04-25 18:00:00+00:00,2024-04-25 20:00:00+02:00,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1336,318,0,aucune,2024-04-25 19:00:00+00:00,2024-04-25 21:00:00+02:00,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1337,275,0,aucune,2024-04-25 20:00:00+00:00,2024-04-25 22:00:00+02:00,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1338,277,0,aucune,2024-04-25 21:00:00+00:00,2024-04-25 23:00:00+02:00,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
1339,176,0,aucune,2024-04-25 22:00:00+00:00,2024-04-26 00:00:00+02:00,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1340,93,0,aucune,2024-04-25 23:00:00+00:00,2024-04-26 01:00:00+02:00,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1341,43,0,aucune,2024-04-26 00:00:00+00:00,2024-04-26 02:00:00+02:00,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1342,14,0,aucune,2024-04-26 01:00:00+00:00,2024-04-26 03:00:00+02:00,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1343,15,0,aucune,2024-04-26 02:00:00+00:00,2024-04-26 04:00:00+02:00,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1344,42,0,aucune,2024-04-26 03:00:00+00:00,2024-04-26 05:00:00+02:00,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1345,68,0,aucune,2024-04-26 04:00:00+00:00,2024-04-26 06:00:00+02:00,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1346,208,0,aucune,2024-04-26 05:00:00+00:00,2024-04-26 07:00:00+02:00,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1347,601,0,aucune,2024-04-26 06:00:00+00:00,2024-04-26 08:00:00+02:00,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1348,643,0,aucune,2024-04-26 07:00:00+00:00,2024-04-26 09:00:00+02:00,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1349,354,0,aucune,2024-04-26 08:00:00+00:00,2024-04-26 10:00:00+02:00,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1350,290,0,aucune,2024-04-26 09:00:00+00:00,2024-04-26 11:00:00+02:00,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1351,365,0,aucune,2024-04-26 10:00:00+00:00,2024-04-26 12:00:00+02:00,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1352,316,0,aucune,2024-04-26 11:00:00+00:00,2024-04-26 13:00:00+02:00,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1353,317,0,aucune,2024-04-26 12:00:00+00:00,2024-04-26 14:00:00+02:00,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1354,293,0,aucune,2024-04-26 13:00:00+00:00,2024-04-26 15:00:00+02:00,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1355,369,0,aucune,2024-04-26 14:00:00+00:00,2024-04-26 16:00:00+02:00,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1356,513,0,aucune,2024-04-26 15:00:00+00:00,2024-04-26 17:00:00+02:00,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1357,646,0,aucune,2024-04-26 16:00:00+00:00,2024-04-26 18:00:00+02:00,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1358,602,0,aucune,2024-04-26 17:00:00+00:00,2024-04-26 19:00:00+02:00,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1359,349,0,aucune,2024-04-26 18:00:00+00:00,2024-04-26 20:00:00+02:00,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1360,301,0,aucune,2024-04-26 19:00:00+00:00,2024-04-26 21:00:00+02:00,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1361,260,0,aucune,2024-04-26 20:00:00+00:00,2024-04-26 22:00:00+02:00,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1362,243,0,aucune,2024-04-26 21:00:00+00:00,2024-04-26 23:00:00+02:00,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1363,135,0,aucune,2024-04-26 22:00:00+00:00,2024-04-27 00:00:00+02:00,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1364,102,0,aucune,2024-04-26 23:00:00+00:00,2024-04-27 01:00:00+02:00,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1365,96,0,aucune,2024-04-27 00:00:00+00:00,2024-04-27 02:00:00+02:00,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1366,48,0,aucune,2024-04-27 01:00:00+00:00,2024-04-27 03:00:00+02:00,1,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1367,48,0,aucune,2024-04-27 02:00:00+00:00,2024-04-27 04:00:00+02:00,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1368,42,0,aucune,2024-04-27 03:00:00+00:00,2024-04-27 05:00:00+02:00,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1369,38,0,aucune,2024-04-27 04:00:00+00:00,2024-04-27 06:00:00+02:00,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1370,64,0,aucune,2024-04-27 05:00:00+00:00,2024-04-27 07:00:00+02:00,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1371,128,0,aucune,2024-04-27 06:00:00+00:00,2024-04-27 08:00:00+02:00,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1372,216,0,aucune,2024-04-27 07:00:00+00:00,2024-04-27 09:00:00+02:00,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1373,273,0,aucune,2024-04-27 08:00:00+00:00,2024-04-27 10:00:00+02:00,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1374,321,0,aucune,2024-04-27 09:00:00+00:00,2024-04-27 11:00:00+02:00,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1375,349,0,aucune,2024-04-27 10:00:00+00:00,2024-04-27 12:00:00+02:00,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1376,375,0,aucune,2024-04-27 11:00:00+00:00,2024-04-27 13:00:00+02:00,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1377,224,0,aucune,2024-04-27 12:00:00+00:00,2024-04-27 14:00:00+02:00,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1378,254,0,aucune,2024-04-27 13:00:00+00:00,2024-04-27 15:00:00+02:00,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1379,204,0,aucune,2024-04-27 14:00:00+00:00,2024-04-27 16:00:00+02:00,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1380,315,0,aucune,2024-04-27 15:00:00+00:00,2024-04-27 17:00:00+02:00,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
