,comptage_horaire,jour_ferie,vacances_scolaires,date_et_heure_de_comptage_utc,date_et_heure_de_comptage_local,date_et_heure_de_comptage_week_end,date_et_heure_de_comptage_sin_hour,date_et_heure_de_comptage_cos_hour,date_et_heure_de_comptage_sin_day_of_week,date_et_heure_de_comptage_cos_day_of_week,date_et_heure_de_comptage_sin_month,date_et_heure_de_comptage_cos_month
94,15,0,aucune,2024-03-05 01:00:00+00:00,2024-03-05 02:00:00+01:00,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
95,8,0,aucune,2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+01:00,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
96,5,0,aucune,2024-03-05 03:00:00+00:00,2024-03-05 04:00:00+01:00,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
97,21,0,aucune,2024-03-05 04:00:00+00:00,2024-03-05 05:00:00+01:00,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
98,69,0,aucune,2024-03-05 05:00:00+00:00,2024-03-05 06:00:00+01:00,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
99,279,0,aucune,2024-03-05 06:00:00+00:00,2024-03-05 07:00:00+01:00,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
100,897,0,aucune,2024-03-05 07:00:00+00:00,2024-03-05 08:00:00+01:00,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
101,794,0,aucune,2024-03-05 08:00:00+00:00,2024-03-05 09:00:00+01:00,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
102,325,0,aucune,2024-03-05 09:00:00+00:00,2024-03-05 10:00:00+01:00,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
103,296,0,aucune,2024-03-05 10:00:00+00:00,2024-03-05 11:00:00+01:00,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
104,364,0,aucune,2024-03-05 11:00:00+00:00,2024-03-05 12:00:00+01:00,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
105,332,0,aucune,2024-03-05 12:00:00+00:00,2024-03-05 13:00:00+01:00,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
106,323,0,aucune,2024-03-05 13:00:00+00:00,2024-03-05 14:00:00+01:00,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
